D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_01_680.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_01_680.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_01_680.jpg,0,0,0,5.503037E-05
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_01_747.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_01_747.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_01_747.jpg,0,0,0,5.620269E-05
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_01_816.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_01_816.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_01_816.jpg,0,0,0,5.421283E-05
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_01_885.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_01_885.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_01_885.jpg,0,0,0,5.4655E-05
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_01_954.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_01_954.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_01_954.jpg,0,0,0,5.43614E-05
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_02_024.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_02_024.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_02_024.jpg,0,0,0,5.442708E-05
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_02_090.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_02_090.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_02_090.jpg,0,0,0,5.45444E-05
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_02_157.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_02_157.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_02_157.jpg,0,0,0,5.536214E-05
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_02_226.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_02_226.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_02_226.jpg,0,0,0,5.494927E-05
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_02_296.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_02_296.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_02_296.jpg,0,0.08367959,0,0.01017684
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_02_364.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_02_364.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_02_364.jpg,0,0.3235521,0,0.2136472
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_02_432.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_02_432.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_02_432.jpg,0,0.5004081,0,0.5738488
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_02_500.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_02_500.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_02_500.jpg,0,0.6778326,0,0.9726792
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_02_569.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_02_569.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_02_569.jpg,0,0.920679,0,1.758532
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_02_636.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_02_636.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_02_636.jpg,0,1,0,2.449215
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_02_705.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_02_705.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_02_705.jpg,0,1,0,3.388362
D:\jupyter\Homework\homework4\data\IMG\center_2019_09_24_22_57_02_772.jpg,D:\jupyter\Homework\homework4\data\IMG\left_2019_09_24_22_57_02_772.jpg,D:\jupyter\Homework\homework4\data\IMG\right_2019_09_24_22_57_02_772.jpg,0,1,0,4.095238
